Track Name,Artists,lyrics
California Highway 99,The Softies,"Oh, the night I drove away from you In a rented Chevy Malibu 3 a.m. empty lanes Just chalk this up to growing pains You were kind and fair You can't fake feelings that aren't there Oh, California Highway 99 Won't fix this broken heart of mine And there is no car that can drive fast enough To escape this love I cried the whole way as I drove Sacramento to Elk Grove And country radio reminded me That you and I weren't meant to be I tried, I failed Our ship never sailed California Highway 99 Won't fix this broken heart of mine And there is no car that can drive fast enough To escape this love"
Use Me,Zach Top,"He said, 'I don’t know your story I just know you look lonely Fancy that, I’m lonely too We both got our reasons, no reason to share ‘em Let’s just dance, hold me closer to you Maybe just for tonight'  Tell me you love me And tell me you need me I know we both know it ain’t true And I’ll whisper, 'You’re everything I’ve ever wanted' I’ll pretend if you’ll pretend too Oh, tell me you love me And use me like I’m usin’ you  She said, 'Don’t ask for my number And I won’t ask for yours Some things are best left alone So just kiss me again like this never ends Like there’s no one waitin’ at home'  And tell me you love me Tell me you need me I know we both know it ain’t true And I’ll whisper, 'You’re everything I’ve ever wanted' I’ll pretend if you’ll pretend too Oh, tell me you love me And use me like I’m usin’ you Instrumental Break  Baby, I’ll whisper, 'You’re everything I’ve ever wanted' I’ll pretend if you’ll pretend too Aw tell me you love me And use me like I’m usin’ you Mmm, like I’m usin’ you"
Masquerade,Original Cast of Stereophonic & Tom Pecinka & Will Brill & Juliana Canfield & Sarah Pidgeon & Chris Stack & Will Butler & Justin Craig,"Got my ticket to the masquerade Sold this soul, and the money paid I've been here so long, and That's where you have gone, so I Grab my bag and I'm on my way  The old man told me that I shouldn't go There are things I couldn't know I said you may be wise, but you Haven't seen her eyes so Shook his hand and I hit the road  Why, why, why, why, why Why won't the sun rise? Why, why, why, why, why Can't I forget your eyes?  Shadows reachin' out for my heart And I keep moving on through the dark Travelled many miles, and I'd Love to stop a while, but Nothing, child, is gonna keep us apart  Why, why, why, why, why Why won't the sun rise? Why, why, why, why, why Can't I forget your eyes? Bridge Promises I made were made of glass I gathered all the shards to bring to you I lit a candle and I prayed for forty nights Haven't heard an answer yet I like the silence anyway  Got my ticket to the masquerade Sold this soul, and the money paid The road is long again, and the World is full of sin, so I Grab my gun and I'm on my way Outro I'll see you when I get there I'm going to see you when I get there I'll see you when I get there I'm going to see you when I get there I'll see you when I get there I'm going to see you when I get there I'll see you when I get there I'm going to see you when I get there"
Milk,Abby Sage,"Seven hours Spend outside with bikes and crowds Seven pounds Born to skip, for roads, for hours  Do you miss it? Will you run with me? Do you miss it? Do you leave with me?  I wanna drink my milk in my own filth I wanna dress my body in silver silk Post- Just hold my hand Hold my hand Hold my hand  Home for hours Sink is full with no one 'round Liquid sours Drink it and don't make a sound  Do you miss it? Will you run with me? Do you miss it? Do you leave with me?  I wanna drink my milk in my own filth I wanna dress my body in silver silk Post- Just hold my hand Hold my hand Hold my hand  I wanna drink my milk in my own filth I wanna dress my body in silver silk Post- Just hold my hand Hold my hand Hold my hand"
Dammit Randy,Miranda Lambert," Well, dammit, Randy, did you ever hear me at all? You were standin' bone dry in the middle of a waterfall You were livin' in the dark, but you couldn't see the light of day We were picture perfect, but you couldn't put it in a frame  Yeah, now that I made it to the other side I hope you're countin' singles in your double wide Smokin' cigarettes like they're goin' out of style Turnin' me up on your radio dial You gave up 'til the very last minutе Now that I'm gone I've got your attention  I was flyin' a kitе in the middle of a hurricane Tied to the tracks like a penny waitin' on a train You were lookin' for something that you'd already missed Well, damnit, Randy, there's some things that you can't fix  Yeah, now that I made it to the other side I hope you're countin' singles in your double wide Smokin' cigarettes like they're goin' out of style Turnin' me up on your radio dial You gave up 'til the very last minute Now that I'm gone, I've got your attention"
KEHLANI (REMIX) [feat. Kehlani],Jordan Adetunji & Kehlani,"Summer Walker (Wock) You got, you, you got potential You got, you, you got potential  Jordan Adetunji I like the way your body is (I do), is that too obvious? Okay, I like your confidence (I do), oh, that's what good karma is, okay Like-like Kehlani is (Uh-huh), bad just like Kehlani is, okay (Uh-huh) Here where the party is (Uh-huh), right here where the party is You 'bout to—, you 'bout to start a whole fire, uh (Fire) Now I'm on fire, uh, I need some water, I need Tyla, uh I need Romani, Rebecca, Serena, Selena, let's start a whole choir, uh I like the way that you get your own bag, you don't need no one help you inspire, huh  Jordan Adetunji But I'ma add to you, I'ma give you some bands, I'ma add to you (To you) Been on the avenue and I ain't never seen no one bad as you (Nobody bad) Baby, I'm savage too (Okay), they can't disrespect you, I'll gladly shoot (Uh-huh) I don't play about mine, I don't care, I'm addicted to you and it's clear  Jordan Adetunji I like the way your body is (I do), is that too obvious? Okay, I like your confidence (I do), oh, that's what good karma is, okay Like-like Kehlani is (Uh-huh), bad just like Kehlani is, okay (Uh-huh) Here where the party is (Uh-huh), right here where the party is You 'bout to—, you 'bout to start a whole fire, uh (Fire) Now I'm on fire, uh (Uh-huh), I need some water, I need Tyla, uh (Uh-huh) I need Romani, Rebecca, Serena, Selena, let's start a whole choir, uh I like the way that you get your own bag, you don't need no one help you inspire, huh  Kehlani I like a bitch that match my energy, act like she into me Tell the world you mine and you not what these bitches been to me It's plenty of fishes in the sea, I need me the biggest freak Step out like my wife, but bust me down like she my enemy Oh, I need a brand-new starting five, I need a new one on my mind I just need someone to fall in line, oh I only want it if it's aligned 'Cause when I want it, I'll take your time Yeah, if I want it, I'll make it mine  Kehlani I like the way your body is, is that too obvious? Okay, I like your cockiness, fuck being confident You bad just like Kehlani is, just like Kehlani is You bad just like Kehlani is, just like Kehlani is, oh Post- Kehlani Baby, you bad like me, uh, uh Big bad like me, uh-huh Ought to get you a bag like me  Jordan Adetunji I like the way your body is (I do), is that too obvious? Okay, I like your confidence (I do), oh, that's what good karma is, okay Like-like Kehlani is (Uh-huh), bad just like Kehlani is, okay (Uh-huh) Here where the party is (Uh-huh), right here where the party is You 'bout to—, you 'bout to start a whole fire, uh (Fire) Now I'm on fire, uh (Uh-huh), I need some water, I need Tyla, uh (Uh-huh) I need Romani, Rebecca, Serena, Selena, let's start a whole choir, uh I like the way that you get your own bag, you don't need no one help you inspire, huh Verse 3 Jordan Adetunji Baby, let's make a movie (Let's make a movie), come and seduce me (Uh-huh) Know that I'm choosy (Oh), I need to you to back it up Make it clap, that ain't fast enough, you know I'm man enough And I don't play about it, you know that I'm 'bout it  Jordan Adetunji I like the way your body is (I do), is that too obvious? Okay, I like your confidence (I do), oh, that's what good karma is, okay Like-like Kehlani is (Uh-huh), bad just like Kehlani is, okay (Uh-huh) Here where the party is (Uh-huh), right here where the party is You 'bout to—, you 'bout to start a whole fire, uh (Fire) Now I'm on fire, uh, I need some water, I need Tyla, uh I need Romani, Rebecca, Serena, Selena, let's start a whole choir, uh I like the way that you get your own bag, you don't need no one help you inspire, huh"
That's My Floor,Magdalena Bay," Tell me when I whisper in your ear Does it make you wanna disappear? Nasty little somethings said to turn you inside out Took the elevator in a fire Pressing the alarm just took me higher Never really noticed you're a sentimental guy  That's my floor I'm coming up to the party and I want more So open up for me Life's a chore But floating above the lobby, that's my door I let it open me Interlude La-la-la-la-la-la-la-la La-la-la-la-la-la-la-la-la, baby La-la-la-la-la-la-la-la La-la-la-la-la-la-la-la-la  Do you know what's waiting down the hall? Is your body pinned against a wall? People used to think about the meaning of it all So maybe if I opened up my mind I could really learn to look alive Never really noticed I'm the transcendental type"
In Front of Me Now,Nada Surf,"I used to be dreaming when I was driving I used to be leaving when I was arriving I used to be calling when I was walking I used to be thinking when I was talking I used to be counting when I was sharing I used to be blanking when I was staring I used to be rolling when I was parking I used to be raining when I was sparking Today, I do what's in front of me now Today, I do what's in front of me now I used to be stopping while I was trying I used to be landing before I was flying I used to be haunting not just remembering In the middle of summеr, I was Decembering Always rе-writing what I was reading But also doubting what I was conceiving I used to be dropping when I was collecting I could have been building, but I was dissecting Today, I do what's in front of me now Today, I do what's in front of me What's in front of me I do what's in front of me now"
Big Dawgs,Hanumankind & Kalmi,"Uh, yeah, uh, yeah Uh, yeah, uh, yeah Uh, yeah, uh, yeah Uh, yeah, uh, yeah  Wait a minute, get it how you live it Ten toes in when we standin' on business I'm a big stepper, underground methods Top-notch hoes get the most, not the lesser (The most, not the lesser) Straight terror, product of your errors Pushing culture, baby, got that product you can't measure (Got that product you can't measure) Trendsetter, the one who get her wetter Swervin' while I'm bumpin' Project Pat, uh Yeah, rollin' through the city with the big dogs Fuck the laws, lawyer with me, we ain't gotta call Celly on silent, but the product end up hella loud That's how you make the money pile for everyone involved And if you don't deserve a cut, then we gon' cut 'em off (Cut 'em off) My barber got me looking proper every single time Fresh fade, gettin' faded on that top grade No, you ain't walkin' out alive smokin' what we on And you know I gotta pour it for the ones who gone (Gone) R.I.P., it's in your memory, we carry on When I die, they will not bury me, not what I want Burn my body, pour my ashes in a river, y'all That's how we knowin' that the flow about to carry on See, immortality's a fallacy, I prove 'em wrong The southern family gon' carry me to way beyond Anything you've ever known, anything you've done  They ask me, 'How you be like this?' (Huh? What?) 'How you live like this?' (What? What? What?) Why you woried 'bout it, ho? Get up off my dick (Get up off my dick) Get up out the way (Get up out the way) What you think this is? (What you think this is?) No, we ain't worried 'bout it, ho, watch me skrrt the whip They ask me, 'How you get like this?' (Huh? What?) 'How you live like this?' (Huh? What?) Why you worried 'bout it, ho? Get up off my dick (Get up off my dick) Get up out the way (Get up out the way) What you think this is? (What you think this is?) No, we ain't worried 'bout you, ho, watch me skrrt the whip, yeah  Yeah, swervin', movin' to the money like it's urgent Hands on guy, so I'm in it like a surgeon (Like a surgeon) Uh, the skin colour like the bourbon A worldwide sign that we face closed curtains (Closed curtains) Out here, yo, nothin' ever certain Only thing that's promised is that promises are broken (That promises are broken) Yeah, so we findin' ways to cope then Only thing I'm breaking is her back with the motions (Ooh) Yeah, baby girl, bring out the goodies, snuck it in inside her hoodie Now we turnin' up to boogie, yeah In school, I used to fight the bullies, now I'm fightin' with the law Guess some things don't leave you fully (Yes, sir) They try and push me, then they try and pull me Bet I will not budge, if you doubt it, then just call my bookie And my bookie takin' bets Prophesise a profit when you know what's comin' next like ooh Outro Yeah, baby girl, bring out the goodies, snuck it in inside her hoodie Now we turnin' up to boogie, yeah In school, I used to fight the bullies, now I'm fightin' with the law Guess some things don't leave you fully They try and push me, then they try and pull me Bet I will not budge, if you doubt it, then just call my bookie And my bookie takin' bets Prophesise a profit when you know what's comin' next like uh Money on my mind, we gon' run it up See what you gon' find, baby, push your luck We been on the grind, we been gettin' up We ain't got the time for you fuckin' bums Money on my mind, we gon' run it up"
On The Game,The Black Keys," When I need a remedy I go and pick a melody, and sing these blues away At the break of day Maybe shake my tambourine I look up at a movie screen, and dream away Where I feel no pain  'Cause everybody's on the game To keep you howlin' at the rain It's how we know we're all the same, the joy, the pain Everybody's on the game Interlude (Hey)  Seven devils Baby don't look now, think they're on their way 'Cause you keep gettin' high all day Therе's one thing about it The ones who wanna free mankind, go and feed you liеs Rot your minds, every goddamn time  'Cause everybody's on the game To keep you howlin' at the rain It's how we know we're all the same, the joy, the pain Everybody's on the game (Yeah)"
After Hours,Kehlani," We don't gotta take it slow I'ma hit the gas if you ready to go I wanna feel the sweat breathin' through your clothes The way you touch my neck got me ready to fold Refrain I wanna make magic (Magic) I want you to feel me (Feel me) I want you to grab it (Grab it) I want you to steal me (Steal me) If you want it, you can have it (Have it) I want you to free me (Free me) I'm not tryin' to lock you down  You came in on your own (Own), own (Own), own (Own) Caught up in your zone (Zone), zone (Zone), zone (Zone, zone) In a room full of strangers, different faces (Yeah) It feels like we're alone ('Lone), alone ('Lone), alone  Why don't you stay? Stay here after hours I know you don't wanna leave (Don't wanna leave) Stay here after hours After hours, we can—"
XO (Only If You Say Yes),ENHYPEN,"엔하이픈 ""XO (Only If You Say Yes)"" 가사  X-O X-O Kiss me Don't say no  Sunghoon,  NI-KI  X-O, O-O-O-O-O X-O, O-O-O-O-O Kiss me, e-e-e-e-e Don't say no, o-o-o-o-o X-O, yeah  Heeseung,  Sunoo  오직 너만 줄 수 있는 허락의 말 해도 달도 따다 줄 수 있어 말해 허락의 그 말 너의 X-O 나의 구원 Please babe, say yes  Jay,  Jake ,  Heeseung ,  Jungwon  황혼이 내릴 때 네 모든 꿈을 이루어줄게 Please say my name 나 너의 지니가 되어줄게 So just say, oh, babe 날 움직이는 단 하나 열쇠, yeah 나를 사용해 내 우주의 유일한 신 그대"
Britpop,A. G. Cook," Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit (Brit, brit, brit, brit)  Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit Brit like Britpop Brit, brit, brit, brit Brit like Britpop"
ADIVINO,Myke Towers & Bad Bunny,"Letra de ""ADIVINO"" Pre-Coro &   Sin ofenderte No me pertenece' a mí, ma, tú ere' de la calle No sabe' que e' una noche sin lujo' de detalle Cuando le da fuego a los Phillie' hasta que se apaguen, bebé Aquí hay mucha gente Pero pa' qué disimular si to' el mundo ya sabe Psicóloga porque le gusta jugar con mi mente Devórame rico que cuando la noche se acabe, bebé Coro &   Sigue tu camino Ya tú cambiaste y yo no soy el mismo Siempre recuerdo lo que un día fuimo' Sé en quién estás pensando, a que adivino, bebé Sigue tu camino Ya tú cambiaste y yo no soy el mismo Siempre recuerdo lo que un día fuimo' Sé en quién estás pensando, a que adivino, bebé Verso 1 No sé qué me da más musa, bebé, si tenerte o que te me vaya' Sale de bañarse en toalla, es modelo como Zendaya No quiero ser un nombre más que en la lista se raya Si quieres se guaya, pero dile que no me da la talla Toa' las cosa' que hacemo', ella las calla Tiffany & Co. le compré las pantalla' Yo sé que tú me piensas, baby Quería hacerte mi first lady I just wanna fuck you, tell me where you've been at, I've been reminiscing lately I will have a new love maybe Baby, come back, don't make me We should have sex, sex, sex like we did daily, daily"
Beautiful Things,Benson Boone," For a while there, it was rough But lately, I've been doin' better Than the last four cold Decembers I recall And I see my family every month I found a girl my parents love She'll come and stay the night, and I think I might have it all And I thank God every day For the girl He sent my way But I know the things He gives me, He can take away And I hold you every night And that's a feeling I wanna get used to But there's no man as terrified as the man who stands to lose you  Oh, I hope I don't losе you Mm, please stay I want you, I need you, oh God Don't take Thеse beautiful things that I've got  Please stay I want you, I need you, oh, God Don't take These beautiful things that I've got"
